horaire_id;niveau_id;enseignement_id;volume;unite;statut;source_id;version_id;serie_id;portee
HOR0175;TT;MATH_SPEC_TECH;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2027_2028;S2TMD;GRILLE_SERIE
HOR0176;TT;EMC_LYCEE;18;HEURE_ANNEE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2027_2028;S2TMD;GRILLE_SERIE
HOR0177;2GT;MATH_2GT;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STHR;GRILLE_SERIE
HOR0178;2GT;FRA;4;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STHR;GRILLE_SERIE
HOR0179;2GT;HG_LYCEE;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STHR;GRILLE_SERIE
HOR0180;2GT;LVA_LVB;5;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STHR;GRILLE_SERIE
HOR0181;2GT;EPS;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STHR;GRILLE_SERIE
HOR0182;2GT;SCI_6E;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STHR;GRILLE_SERIE
HOR0183;2GT;EMC_LYCEE;18;HEURE_ANNEE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STHR;GRILLE_SERIE
HOR0058_CURR;TG;PHILO;4;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;;COMMUN
HOR0059_CURR;TG;HG_LYCEE;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;;COMMUN
HOR0060_CURR;TG;LVA_LVB;4;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;;COMMUN
HOR0061_CURR;TG;ENS_SCI;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;;COMMUN
HOR0062_CURR;TG;EPS;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;;COMMUN
HOR0063_CURR;TG;EMC_LYCEE;18;HEURE_ANNEE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;;COMMUN
HOR0065_CURR;TG;ARTS_SPEC;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0067_CURR;TG;EPPCS;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0069_CURR;TG;HGGSP;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0071_CURR;TG;HLP;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0073_CURR;TG;LLCER;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0075_CURR;TG;LLCA;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0077_CURR;TG;MATH_SPEC;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0079_CURR;TG;NSI;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0081_CURR;TG;PC_SPEC;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0083_CURR;TG;SVT_SPEC;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0085_CURR;TG;SI;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0087_CURR;TG;SES_SPEC;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0089_CURR;TG;BIO_ECO;6;HEURE_SEMAINE;SPECIALITE;SRC_EDUSCOL_LGT_2026;2026_2027;G;COMPLEMENT_SERIE
HOR0096_CURR;TG;LVC;3;HEURE_SEMAINE;OPTIONNEL;SRC_EDUSCOL_LGT_2026;2026_2027;G;GRILLE_SERIE
HOR0097_CURR;TG;LCA_LATIN;3;HEURE_SEMAINE;OPTIONNEL;SRC_EDUSCOL_LGT_2026;2026_2027;G;GRILLE_SERIE
HOR0098_CURR;TG;LCA_GREC;3;HEURE_SEMAINE;OPTIONNEL;SRC_EDUSCOL_LGT_2026;2026_2027;G;GRILLE_SERIE
HOR0099_CURR;TG;EPS_OPT;3;HEURE_SEMAINE;OPTIONNEL;SRC_EDUSCOL_LGT_2026;2026_2027;G;GRILLE_SERIE
HOR0100_CURR;TG;ARTS_OPT;3;HEURE_SEMAINE;OPTIONNEL;SRC_EDUSCOL_LGT_2026;2026_2027;G;GRILLE_SERIE
HOR0101_CURR;TG;LSF;3;HEURE_SEMAINE;OPTIONNEL;SRC_EDUSCOL_LGT_2026;2026_2027;G;GRILLE_SERIE
HOR0102_CURR;TG;MATH_COMPLEMENTAIRES;3;HEURE_SEMAINE;OPTIONNEL;SRC_EDUSCOL_LGT_2026;2026_2027;G;GRILLE_SERIE
HOR0103_CURR;TG;MATH_EXPERTES;3;HEURE_SEMAINE;OPTIONNEL;SRC_EDUSCOL_LGT_2026;2026_2027;G;GRILLE_SERIE
HOR0104_CURR;TG;DROIT_GEMC;3;HEURE_SEMAINE;OPTIONNEL;SRC_EDUSCOL_LGT_2026;2026_2027;G;GRILLE_SERIE
HOR0111_CURR;TT;PHILO;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;ST2S;GRILLE_SERIE
HOR0112_CURR;TT;HG_LYCEE;1.5;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;ST2S;GRILLE_SERIE
HOR0113_CURR;TT;LVA_LVB_TECH;4;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;ST2S;GRILLE_SERIE
HOR0114_CURR;TT;EPS;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;ST2S;GRILLE_SERIE
HOR0115_CURR;TT;MATH_SPEC_TECH;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;ST2S;GRILLE_SERIE
HOR0116_CURR;TT;EMC_LYCEE;18;HEURE_ANNEE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;ST2S;GRILLE_SERIE
HOR0123_CURR;TT;PHILO;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STL;GRILLE_SERIE
HOR0124_CURR;TT;HG_LYCEE;1.5;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STL;GRILLE_SERIE
HOR0125_CURR;TT;LVA_LVB_TECH;4;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STL;GRILLE_SERIE
HOR0126_CURR;TT;EPS;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STL;GRILLE_SERIE
HOR0127_CURR;TT;MATH_SPEC_TECH;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STL;GRILLE_SERIE
HOR0128_CURR;TT;EMC_LYCEE;18;HEURE_ANNEE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STL;GRILLE_SERIE
HOR0135_CURR;TT;PHILO;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STD2A;GRILLE_SERIE
HOR0136_CURR;TT;HG_LYCEE;1.5;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STD2A;GRILLE_SERIE
HOR0137_CURR;TT;LVA_LVB_TECH;4;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STD2A;GRILLE_SERIE
HOR0138_CURR;TT;EPS;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STD2A;GRILLE_SERIE
HOR0139_CURR;TT;MATH_SPEC_TECH;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STD2A;GRILLE_SERIE
HOR0140_CURR;TT;EMC_LYCEE;18;HEURE_ANNEE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STD2A;GRILLE_SERIE
HOR0147_CURR;TT;PHILO;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STI2D;GRILLE_SERIE
HOR0148_CURR;TT;HG_LYCEE;1.5;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STI2D;GRILLE_SERIE
HOR0149_CURR;TT;LVA_LVB_TECH;4;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STI2D;GRILLE_SERIE
HOR0150_CURR;TT;EPS;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STI2D;GRILLE_SERIE
HOR0151_CURR;TT;MATH_SPEC_TECH;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STI2D;GRILLE_SERIE
HOR0152_CURR;TT;EMC_LYCEE;18;HEURE_ANNEE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STI2D;GRILLE_SERIE
HOR0159_CURR;TT;PHILO;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STMG;GRILLE_SERIE
HOR0160_CURR;TT;HG_LYCEE;1.5;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STMG;GRILLE_SERIE
HOR0161_CURR;TT;LVA_LVB_TECH;4;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STMG;GRILLE_SERIE
HOR0162_CURR;TT;EPS;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STMG;GRILLE_SERIE
HOR0163_CURR;TT;MATH_SPEC_TECH;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STMG;GRILLE_SERIE
HOR0164_CURR;TT;EMC_LYCEE;18;HEURE_ANNEE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;STMG;GRILLE_SERIE
HOR0171_CURR;TT;PHILO;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;S2TMD;GRILLE_SERIE
HOR0172_CURR;TT;HG_LYCEE;1.5;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;S2TMD;GRILLE_SERIE
HOR0173_CURR;TT;LVA_LVB_TECH;4;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;S2TMD;GRILLE_SERIE
HOR0174_CURR;TT;EPS;2;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;S2TMD;GRILLE_SERIE
HOR0175_CURR;TT;MATH_SPEC_TECH;3;HEURE_SEMAINE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;S2TMD;GRILLE_SERIE
HOR0176_CURR;TT;EMC_LYCEE;18;HEURE_ANNEE;OBLIGATOIRE;SRC_EDUSCOL_LGT_2026;2026_2027;S2TMD;GRILLE_SERIE
